id,Name,How to,Form check,Movement plane id,Muscles worked (primary),Muscles worked (secondary),Equipment,YT video,"Excercise type (reps, reps x weight, timed, timed x weight)",workout section
inverted_row_feet_elevated,Inverted Row (Feet Elevated),Put the feet on a box so the body sits close to horizontal under the bar. Pull the chest to the bar and lower slowly without letting the hips drop.,Feet elevated to the bar height · Hips stay lifted · Chest to the bar each rep,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=NeaONUgPfWk,reps,strength
inverted_row_incline,Inverted Row (Incline),"Set a bar or rings at chest height and hold on with the body almost upright. Walk the feet forward a little and pull the chest to the bar, then lower under control.",Body near upright · Pull the chest to the bar · Squeeze the shoulder blades,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=0AsxBmXeOIo,reps,strength
inverted_row_one_arm,Inverted Row (One Arm),Set up horizontally under the bar and row with a single arm while the body stays rigid and square. Switch arms between sets.,One hand only · Resist the twist · Body stays parallel to the floor,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=FNprjakix-I,reps,strength
inverted_row_one_arm_assisted,"Inverted Row (One Arm, Assisted)",Row horizontally with most of the load on one arm while the other hand gives light support on the bar or a strap. Switch sides between sets.,One arm does most of the work · Support hand stays light · Keep the hips square,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=HbrCJan886M,reps,strength
inverted_row_straight_legs,Inverted Row (Straight Legs),Hang under the bar with straight legs and the heels on the floor at roughly forty five degrees. Pull the chest to the bar and lower with control.,"Straight legs, heels down · One line from head to heels · Full arm extension at the bottom",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=IQ6BAiH4bXM,reps,strength
inverted_row_weighted,Inverted Row (Weighted),"Add external load with a vest or plates while keeping the body rigid. Pull the chest to the bar or rings, then lower to straight arms.",Record added load only · Body angle stays fixed · Chest reaches the hands · Control the descent,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings; weight vest or plates,https://www.youtube.com/watch?v=ANo7wslfhrQ,reps x weight,strength
inverted_row_wide_grip,Inverted Row (Wide Grip),Row from the horizontal position with the hands set wider than shoulder width. Pull the chest to the bar and squeeze the shoulder blades together at the top.,Wider grip loads the upper back · Squeeze the shoulder blades · Keep the body flat,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=8XLoq0GHktQ,reps,strength
iso_lateral_chest_press_machine,Iso-Lateral Chest Press (Machine),"Sit with your back on the pad and grip both handles at chest height. Press one arm at a time or both together, keeping the torso square, then return under control to a chest stretch.","Do not twist the torso toward the working arm · Press each side through the same range · Return to a stretch, not a rest",horizontal_push,Chest,Triceps; Shoulders,Machine,https://www.youtube.com/watch?v=0Wa9CfRXUkA,reps x weight,strength
iso_lateral_high_row_machine,Iso-Lateral High Row (Machine),"Sit with your chest against the pad and reach up to grip the high handles. Pull one handle down and back toward your hip, driving the elbow low, then return to a full stretch overhead.",Chest stays on the pad · Drive the elbow down and back · Let the shoulder blade travel at the top,horizontal_pull,Lats,Biceps; Shoulders; Forearms,Machine,https://www.youtube.com/watch?v=UDd5rTtNut8,reps x weight,strength
iso_lateral_low_row,Iso-Lateral Low Row,"Sit with your chest on the pad and grip the low handles with your arms extended. Pull one handle back to your ribs by driving the elbow behind you, then return to a full stretch.","Chest stays against the pad · Pull to the ribs, elbow drives back · Full stretch at the front of each rep",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bodyweight,https://www.youtube.com/watch?v=OH_nMOdeF9E,reps,strength
iso_lateral_row_machine,Iso-Lateral Row (Machine),"Sit with your chest against the pad and take one handle in each hand at arms length. Row one side back until the elbow passes your torso, then return under control and repeat on the other side.","Torso stays square, do not rotate into the pull · Squeeze the shoulder blade at the back · Full stretch at the front",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Machine,https://www.youtube.com/watch?v=JwbRwT_oWP0,reps x weight,strength
jack_knife_suspension,Jack Knife (Suspension),"Set up in a push up position with both feet in the suspension cradles and your body straight. Draw the knees toward your chest by folding at the hips, then extend the legs back to the straight plank.","Body straight before you start folding · Hips rise as the knees come in · Return slowly, do not let the hips sag",core_flexion,Abdominals,Other,Suspension trainer,https://www.youtube.com/watch?v=M9aPSjX3YxA,reps,strength
jackknife_sit_up,Jackknife Sit Up,"Lie flat with your arms extended overhead and legs straight. Exhale and raise your legs and torso at the same time, reaching your hands toward your feet so your body forms a V. Lower your arms and legs back down under control.","Raise legs and torso as one · Keep legs straight, not bent · Meet hands to feet up top",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=hc07Ig8YBFo,reps,strength
jm_press_barbell,JM Press (Barbell),"Lie on a bench holding the bar over your chest with a close grip. Lower it toward your chin by letting the elbows travel forward, stopping just above the collarbone, then press back up with the triceps.","Elbows travel forward, not out to the sides · Bar comes down toward the chin · Start light, this one is fussy",iso_triceps,Triceps,Shoulders,Barbell,https://www.youtube.com/watch?v=aNMGE1UFukE,reps x weight,strength
jump_rope,Jump Rope,"Hold the handles at hip height and turn the rope with the wrists rather than the arms. Jump just high enough to clear the rope, landing on the balls of your feet with soft knees.",Turn the rope with the wrists · Jump only an inch or two · Land soft on the balls of the feet,cardio,Cardio,,Jump rope,https://www.youtube.com/watch?v=m9MccH7mWO0,timed,warmup/cooldown
jump_shrug,Jump Shrug,"Hold a barbell at arms length in front of your thighs. Dip slightly, then extend the hips and ankles explosively and shrug the shoulders hard so you leave the floor, landing softly in the same stance.","Extend the hips before the shrug · Arms stay straight, do not pull · Land soft in the same spot",power_plyo,Full Body,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=dGmS8KLgoNc,reps,strength
jump_squat,Jump Squat,"Stand with feet shoulder width and squat down to around parallel. Jump straight up as high as you can, then land softly and absorb straight back into the next squat.",Land soft with bent knees · Chest stays up on landing · Absorb into the squat rather than stopping dead,power_plyo,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=BRfxI2Es2lE,reps,strength
jumping_jack,Jumping Jack,"Start standing with feet together and arms at your sides. Jump the feet out wide while sweeping the arms overhead, then jump back to the start in a steady rhythm.",Land on the balls of the feet · Arms travel all the way overhead · Keep a steady even rhythm,power_plyo,Full Body,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=uLVt6u15L98,reps,warmup/cooldown
jumping_lunge,Jumping Lunge,"Drop into a lunge with the front knee bent over your foot and the rear knee nearly touching the floor. Extend explosively through both legs to jump as high as you can, swinging the arms up. Land softly back in the lunge and absorb through both legs.",Drop into a deep lunge · Front knee stacked over the foot · Explode up through both legs · Land back in the lunge,power_plyo,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=O-rntsAALBo,reps,strength
kettlebell_clean,Kettlebell Clean,"Place a kettlebell between your feet, push your hips back, and grip it one-handed with eyes forward. Extend through the legs and hips to pull the bell up, rotating your hand around it to catch cleanly at the shoulder. Lower and repeat.","Keep the bell tight to the body · Wrap the rack, don't bang it",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Kettlebell,https://www.youtube.com/watch?v=fGKMchSmj7c,reps x weight,strength
kettlebell_curl,Kettlebell Curl,"Hold a kettlebell in each hand by the handle with your elbows tucked at your sides. Curl them up to shoulder height, letting the bells rest against the forearms, then lower under control.",Elbows stay pinned at the sides · Let the bell settle on the forearm at the top · No swinging the torso,iso_biceps,Biceps,Forearms,Kettlebell,https://www.youtube.com/watch?v=u5eS2ns5cek,reps x weight,strength
kettlebell_goblet_squat,Kettlebell Goblet Squat,"Stand with your feet around shoulder-width apart and hold a kettlebell close to your chest with both hands. Brace your core and squat down by bending the hips and knees while keeping your chest upright. Descend as far as you can with good control, then drive through the whole foot to stand back up.",Keep the kettlebell close to the chest · Chest stays upright · Knees track over the toes · Keep the whole foot planted · Do not let the lower back round at the bottom,squat,Quadriceps,Glutes; Hamstrings; Calves,Kettlebell,https://www.youtube.com/watch?v=nfX7IFK9UNI,reps x weight,strength
kettlebell_high_pull,Kettlebell High Pull,"Stand in a wide sumo stance with a kettlebell between your feet and grip it with both hands, hips set back and chest up. Drive through your legs and hips to pull the kettlebell explosively up to chest height, leading with high elbows. Lower it back between your legs.","Drive through legs and hips · Explode the bell to chest height · Lead with high elbows · Keep your chest up, back flat",full_body,Full Body,,Kettlebell,https://www.youtube.com/watch?v=mP1BHxBeAEM,reps x weight,strength
kettlebell_shoulder_press,Kettlebell Shoulder Press,"Clean the kettlebell to the rack position at your shoulder with the bell resting on the forearm. Press it overhead until the arm locks, then lower back to the rack under control.","Bell rests on the forearm, not the wrist · Ribs down, do not arch the back · Lock out with the bicep near the ear",vertical_push,Shoulders,Triceps; Chest,Kettlebell,https://www.youtube.com/watch?v=X-uFqWtjpGI,reps x weight,strength
kettlebell_snatch,Kettlebell Snatch,"Set a kettlebell between your feet, bend the knees, and sit the hips back with eyes forward. Swing the bell back between your legs, then reverse hard and drive through the hips to punch it straight to lockout overhead in one motion.",Drive the swing with the hips · Keep the bell close on the way up · Spear the hand through at lockout,power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Kettlebell,https://www.youtube.com/watch?v=AHtr-W53KtI,reps x weight,strength
